accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,"Based on the visible herbarium label, here's the transcription following your specified format",Error 529,"Based on the herbarium label images, here is the transcription following your specified format"
https://fm-digital-assets.fieldmuseum.org/2550/958/C2010618F.jpg,C2010618F,Barnes legit.,Barnes,N/A,s.n.,Feb. 1868,1868-02-00,N/A,"Pogonatum urnigerum, Bridel.",Pogonatum urnigerum,N/A,N/A,N/A,N/A,Westmorland,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1058318|C2010618F,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/960/C2010620F.jpg,C2010620F,"Jack, Leiner u. Stizenberger",Jack,Leiner u. Stizenberger,986A b,25. August 1850,1850-08-25,N/A,Pogonatum urnigerum (L.) Pal. Beauv,Pogonatum urnigerum (L.) Pal. Beauv,N/A,N/A,N/A,N/A,N/A,N/A,Salem,An Waldgräben bei Salem,An Waldgräben bei Salem,N/A,N/A,N/A,1054838,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/962/C2010622F.jpg,C2010622F,"Jack, Leiner u. Stizenberger, Kryptogamen Badens",Dr. Hepp,N/A,986 B,17. October 1862,1862-10-17,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,N/A,N/A,N/A,Degerfelden,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden,N/A,N/A,N/A,1054981,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/964/C2010624F.jpg,C2010624F,Schenk,Schenk,N/A,986B,September 1862,1862-09-00,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,N/A,N/A,N/A,Schaffhausen,In Hohlwegen bei Schaffhausen,In Hohlwegen bei Schaffhausen,N/A,N/A,N/A,1055069,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/966/C2010626F.jpg,C2010626F,Coll. and determ. C. Jensen,C. Jensen,N/A,104,"November 21, 1904",1904-11-21,N/A,Pogonatum urnigerum (Hedw.) PB. c. fr.,Pogonatum urnigerum (Hedw.) PB.,C. Jensen,N/A,N/A,Denmark,Zealand,N/A,N/A,sandy soil in Magistratskoven south of Hvalsö,sandy soil in Magistratskoven south of Hvalsö,sandy soil,N/A,N/A,N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/968/C2010974F.jpg,C2010974F,P. Allorge leg.,P. Allorge,N/A,N/A,22. VIII. 1927,1927-08-22,N/A,"Pogonatum urnigerum (Linné Sp. Plant. II, p. 1109, N° 3, 1753, sub Polytricho), Palisot de Beauvois Prodr., p. 84, 1805, f. 2",Pogonatum urnigerum (Linné) Palisot de Beauvois,N/A,N/A,"Blasia pusilla L., Pellia epiphylla (L.) Lindb., Alicularia scalaris (Schr.) Corda, Dichodontium pellucidum (L. pp.) Schimp., Rhytidiadelphus loreus (Dill., L.) Warnst",Spain,Navarra,N/A,N/A,"Puerto de Ibañeta (Navarra), talus argileux (schistes)","Puerto de Ibañeta (Navarra), talus argileux (schistes)","Calcifuge, mésophile, sciaphile. Fréquent sur les talus siliceux frais, récemment dénudés",Alt. ca 1.050 m,N/A,1200129,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/970/C2010976F.jpg,C2010976F,leg.Zd.Pilous,Zd. Pilous,N/A,1025,VII.1949,1949-07-00,N/A,Pogonatum urnigerum Pal. var.humile Brid.,Pogonatum urnigerum Pal. var.humile Brid.,N/A,N/A,N/A,Slovakia,Montes Nízké Tatry,N/A,N/A,"In terra montis Ďumbier,ca 1840 m","In terra montis Ďumbier, ca 1840 m",N/A,ca 1840 m,N/A,1350887|C2010976F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/990/C1042257F.jpg,C1042257F,S. Churchill et al.,S. Churchill,H. Huaylla | R. Lozano | M. Serrano,22853,12 May 2004,2004-05-12,N/A,Neckera scabridens C. Müller,Neckera scabridens C. Müller,S. Churchill,Jun 2004,"Prumnopitys exigua, Podocarpus, Myrcianthes, N. chilensis",BOLIVIA,Chuquisaca,Belisario Boeto,N/A,"Monte Grande, ca. 32 km de Villa Serrano. Bosque montano de yungas. Con Prumnopitys exigua, Podocarpus, Myrcianthes. <22845-22885>","Monte Grande, ca. 32 km de Villa Serrano. Bosque montano de yungas. Con Prumnopitys exigua, Podocarpus, Myrcianthes. <22845-22885>",Musgo sobre rama de árbol; c.fr.; con N. chilensis,2740 m,"18°43'43""S 64°29'07""W",1183467,Typed,no type status,,,
https://zenodo.org/record/1486506/files/K000931304.jpg,K000931304,E. Córdula (309); Y Melo & K.Pinheiro,E. Córdula,Y Melo | K. Pinheiro,309,23/VI/2007,2007-06-23,N/A,Vigna peduncularis (Kunth.) Fawc & Rendle,Ancistrotropis peduncularis (Fawcett & Rendle) A. Delgado,G. P. Lewis,12.2012,N/A,BRASIL,Pernambuco,Mirandiba,N/A,Município de Mirandiba. Serra das Umburanas (afloramento rochoso),Município de Mirandiba. Serra das Umburanas (afloramento rochoso),"Caatinga arbórea-arbustiva densa, solo derivado de embasamento cristalino",457 m (base),Lat.: 8°12' S Long.: 38°32',49243 | K000931304,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1485174/files/EIG.6763.jpg,EIG.6763,Ilkka Kukkonen 11003,I. Kukkonen,N/A,11003,13. Sept. 1981,1981-09-13,N/A,Arthropteris tenella (Forst.f.) J.Sm.,Arthropteris tenella (Forst.f.) J.Sm.,J. Sarvela,1982,N/A,AUSTRALIA,Queensland,Atherton Tableland,N/A,"Lamin's Hill, E. of Malanda","Lamin's Hill, East of Malanda",Patch of rain forest. Fern climbing on tree stems,N/A,N/A,EIG.6763|1591810|1459190,Typed,no type status,,,
https://zenodo.org/record/1486594/files/K001046329.jpg,K001046329,Pabst 5421,Pabst,N/A,5421,7.9.60,1960-09-07,N/A,Avicenia tomentosa,Avicenia tomentosa,A.P.Duarte,23.9.60,N/A,Brasil,Guanabara,N/A,Ilha do Governador,"Brasil-Guanabara, mangue próximo ao Jóquei Club da Ilha do Governador",mangue próximo ao Jóquei Club da Ilha do Governador,Arbusto e pequenas árvores de flores brancas,N/A,N/A,K001046329,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1486540/files/K000964719.jpg,K000964719,W. Hoehne,W. Hoehne,N/A,10228,13/9/33,1933-09-13,N/A,Cestrum corymbosum Schlecht.,Cestrum corymbosum Schlecht.,M. Kuhlmann,N/A,N/A,Brasil,São Paulo,N/A,São Paulo,"Cantareiras, São Paulo","Cantareiras, São Paulo",N/A,N/A,N/A,K000964719|SPF 10228,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1485130/files/EIG.5460.jpg,EIG.5460,leg. H. EGGERT,H. Eggert,N/A,s.n.,17 May '77,1877-05-17,N/A,Cystopteris bulbifera (L) Bernh,Cystopteris bulbifera (L) Bernh,N/A,N/A,N/A,N/A,Illinois,N/A,N/A,Bluffs in Illinois,Bluffs in Illinois,N/A,N/A,N/A,EIG.5460|1126455,Handwritten,no type status,,,
https://zenodo.org/record/1485102/files/EIG.435.jpg,EIG.435,Ilkka Kukkonen 12608,I. Kukkonen,N/A,12608,8.XI.1982,1982-11-08,N/A,Dryopteris inaequalis (Schlechtend.) O. Kuntze,Dryopteris inaequalis (Schlechtend.) O. Kuntze,J. Sarvela,1983,"Festuca schefflerii, Euryops prostrata, Anthemis tigrensis, Juniperus procera",Ethiopia,Bale Adm. Reg.,N/A,N/A,"Bale Adm. Reg., Saneti plateau and Mount Batu, 06°55'N; 39°40'E, c. 4000-4200 m. In alpine belt dominated by Festuca schefflerii, Euryops prostrata, Anthemis tigrensis","On the way to Saneti plateau from Robe. Steep forested slope of a river canyon, e.g. Juniperus procera. Pastured slope","Steep forested slope of a river canyon, Pastured slope",Alt. c. 3400 m,06°55'N; 39°40'E,H 1489739|EIG.435,Typed,no type status,,,
https://zenodo.org/record/1484126/files/E00570050.jpg,E00570050,"Vallejo-Marín, M. with: Lye, G., Barragán, D., Vallejo, M.A., Marín, C., Vallejo, I.",M. Vallejo-Marín,G. Lye | D. Barragán | M.A. Vallejo | C. Marín | I. Vallejo,11-LED-seed-2-14,23 Mar 2012,2012-03-23,N/A,Mimulus peregrinus sp. nov.,Mimulus peregrinus Vall.-Marín,N/A,N/A,M. x robertsii,British Isles,Scotland,South Lanarkshire,Leadhills,"British Isles, v.c. 77, Shortcleuch Water, Leadhills, South Lanarkshire, Scotland. OS Grid reference: NS 9029 1578. WGS84 coordinates: N 55.4237°, W 3.7349°","British Isles, v.c. 77, Shortcleuch Water, Leadhills, South Lanarkshire, Scotland. OS Grid reference: NS 9029 1578. WGS84 coordinates: N 55.4237°, W 3.7349°",Occurring on the banks of a stream on a substrate of sand and shingle,360 m,"N 55.4237°, W 3.7349°",E00570050,Typed,HOLOTYPE,,,
https://zenodo.org/record/1485964/files/K000773283.jpg,K000773283,B.T. Lowne,B. T. Lowne,N/A,s.n.,Aug. 9th 1902,1902-08-09,N/A,Monotropa Hypopithys,Monotropa Hypopithys,N/A,N/A,N/A,United Kingdom,Surrey,N/A,N/A,Reigate Hill. Surrey,Reigate Hill. Surrey,N/A,N/A,N/A,K000773283,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1480969/files/BR0000006918378.jpg,BR0000006918378,Collector: Bart Van de Vijver,B. Van de Vijver,N/A,s.n.,25/04/2007,2007-04-25,N/A,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,N/A,N/A,Cistus and Pinus,ITALIA,Promontorio del Gargano,N/A,Madonna di Loreto,Behind the Chapel of Madonna di Loreto,Behind the Chapel of Madonna di Loreto,macchia-shrub with Cistus and Pinus,N/A,N/A,BR - S.P. 691 837|0000006 91837 8,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1486710/files/K001207911.jpg,K001207911,G. Hatschbach,G. Hatschbach,N/A,20590,9/11/968,1968-11-09,N/A,Pfaffia glabratoides Ssgth.,Pfaffia glabratoides Ssgth.,T. M. Pedersen,971,N/A,Brazil,Paraná,Laranjeiras do Sul,N/A,"Rio Iguaçu, prox. a barra do Perdido (mun. Laranjeiras do Sul) Paraná","Rio Iguaçu, prox. a barra do Perdido (mun. Laranjeiras do Sul) Paraná","Erva 1m, terreno arenoso, margens de rio",N/A,N/A,K001207911,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1485807/files/K000263710.jpg,K000263710,"J.J. de Wilde, Sosef & van Nek",J. J. de Wilde,Sosef | van Nek,10130,22-1-1991,1991-01-22,N/A,Rhynchosia gabonensis Jongkind,Rhynchosia gabonensis Jongkind,N/A,N/A,N/A,Gabon,N/A,N/A,N/A,"About 10 km. on the road from Tchimbélé to Assok. 0 04 N., 10 23 E. Alt.:± 580 m.",About 10 kilometers on the road from Tchimbélé to Assok,"Vine, 7 m. long in tree in roadside. Pods silvery-grey. Seeds glossy, dark blue. Leaflets thick leathery, dull, green above, beneath paler green, with reddish nervation",± 580 m,"0 04 N., 10 23 E",K000263710,Typed,ISOTYPE,,,
https://zenodo.org/record/1480461/files/BM000934757.jpg,BM000934757,WILHELM SUKSDORF,W. Suksdorf,N/A,12045,3. Aug. 1926,1926-08-03,N/A,Solanum triflorum Nutt.,Solanum triflorum Nutt.,T. Särkinen,2014,N/A,United States,WASHINGTON,KLICKITAT COUNTY,Bingen,High sandy river-bank at Bingen,High sandy river-bank at Bingen,High sandy river-bank,N/A,N/A,BM000934757,Typed,no type status,,,
https://zenodo.org/record/1485887/files/K000536956.jpg,K000536956,COLL. J. FRANCIS MACBRIDE,J. F. Macbride,N/A,5234,"AUG. 27-SEPT. 1, 1923",1923-08-27,1923-09-01,Tococa undabunda Macbr.,Tococa undabunda J.F. Macbr.,F.A. Michelangeli,20.08,N/A,PERU,N/A,LA MERCED,N/A,Montaña slope ABOUT 4000 FEET HACIENDA SCHUNKE,Montaña slope ABOUT 4000 FEET HACIENDA SCHUNKE,N/A,ABOUT 4000 FEET,N/A,K000536956,Typed,Isotype of Tococa undabunda J.F. Macbr. Publ. Field Col. Mus. Bot. Ser. 4:177. 1929,,,
https://zenodo.org/record/1479535/files/B%2010%200375227.jpg,B 10 0375227,"X.Cornejo, C.Bonifaz: 5822",X. Cornejo,C. Bonifaz,5822,"Oct. 27, 1997",1997-10-27,N/A,Capparis sclerophylla Iltis nov.sp. ISOTIPO,Capparis sclerophylla Iltis,N/A,N/A,"C.heterophylla, C.scabrida, C.lanceolata y C.crotonoides",ECUADOR,Manabí,N/A,Bahía de Caráquez,"Prov.Manabí.Bahía de Caráquez a 8 Km. Alrededores de Universidad Católica.Bosque seco tropical deciduo, fuertemente intervenido","Bahía de Caráquez a 8 Km. Alrededores de Universidad Católica. Bosque seco tropical deciduo, fuertemente intervenido","Arbusto de 1 m alto hasta arbolillo de 4 m. Flores blancas, corola refleja color blanco puro, filamentos (2mm). Ginóforo con pedúnculo blanco, cuando maduro púrpura. Partes vegetativas con olor a legumbre",30 m,-00.45 -80.32,B 10 0375227,Typed,ISOTIPO,,,
https://zenodo.org/record/1479341/files/B%2010%200185601.jpg,B 10 0185601,M. l'Abbé DELAVAY,DELAVAY,N/A,s.n.,2 april 1887,1887-04-02,N/A,Gentiana albescens Franch.,Gentiana albescens Franch.,N/A,N/A,N/A,CHINE,YUN-NAN,N/A,N/A,in collibus prope Mo-so-yn,in collibus prope Mo-so-yn,N/A,N/A,N/A,B 10 0185601,Mix of Handwritten and Typed,no type status,,,
https://zenodo.org/record/1479171/files/B%2010%200030508.jpg,B 10 0030508,Winfried Meier y Silvia Llamozas,Winfried Meier,Silvia Llamozas,3685,16-19 de abril 1993,1993-04-16,1993-04-19,Malmea diclina vel. aff.,Klarobelia subglobosa Chatrou,P. J. M. Maas,1994,N/A,Venezuela,"Distrito Federal, Estado Miranda",N/A,N/A,"Distrito Federal, Estado Miranda: Cordillera de la Costa: excursión Guatire-Caruao: ruta: Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-población San Jorge de Caruao","Distrito Federal, Estado Miranda: Cordillera de la Costa: excursión Guatire-Caruao: ruta: Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-población San Jorge de Caruao","arbol caido, secado",500 msnm,"lat.: 10°34'N, long.: 66°23'O",B 10 0030508,Mix of Handwritten and Typed,Isotypus,,,
https://zenodo.org/record/1479203/files/B%2010%200069251.jpg,B 10 0069251,Kessler 283,Kessler,N/A,283,21.12.1988,1988-12-21,N/A,Mallotus paniculatus,Mallotus paniculatus,Kessler,N/A,N/A,Indonesia,Sarawak,1st Division,N/A,Base of Gunung Pueh,Base of Gunung Pueh,"Secondary vegetation along road. Shrub c. 4 m tall, stem and lower leaf surface brownish, fruit greenish brown",up to 200 m,N/A,M/2003-8,Typed,no type status,,,
https://zenodo.org/record/1479479/files/B%2010%200279821.jpg,B 10 0279821,M. JACOBS,M. Jacobs,N/A,5005,Aug. 1,1958-08-01,N/A,Piptospatha grabowskii (Engl.)Engl. (Syn. P. havilandii (Engl.)Engl.),Piptospatha grabowskii (Engl.)Engl.,N/A,N/A,N/A,Borneo,Sarawak,1st div.,N/A,"N.slopes of Mount Penrissen (S. of Kuching), approx. 1° N, 110° 10' E. Primary forest on sandstone substratum.","N.slopes of Mount Penrissen (S. of Kuching), Primary forest on sandstone substratum","In very moist sandstone gorge on rocks. Inflor. sheath violet, tip olive-greenish; ♀ and ♂ flowers sordidly pale yellow. Frequent on the spot. Pollinated by small blue glossy beetles.",Alt.: c. 700-900 m.,"approx. 1° N, 110° 10' E",B 10 0279821,Typed,no type status,,,
https://zenodo.org/record/1479168/files/B%2010%200030420.jpg,B 10 0030420,"P. J. M. & H. Maas, L. Kollmann",P. J. M. Maas,H. Maas|L. Kollmann,8833,16 Feb 1999,1999-02-16,N/A,Pseudoxandra sp. nov.,Pseudoxandra spiritus-sancti Maas,P.J.M. Maas,1999,N/A,Brazil,Espírito Santo,Santa Teresa,Santa Teresa,"Est. Espírito Santo, Município de Santa Teresa, Estação Biológica de Santa Lúcia","Est. Espírito Santo, Município de Santa Teresa, Estação Biológica de Santa Lúcia","High forest, on brown sand; vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae",800 m,19°58'S 40°32'W,B 10 0030420,Typed,Isotype,,,
https://zenodo.org/record/1479553/files/B%2010%200385068.jpg,B 10 0385068,"leg. R. Berazaín, J. Bisse, M. A. Díaz, H. Dietrich, L. González Géigel, J. Gutiérrez, E. Köhler, L. Lepper, U. Rändel, H. Schaarschmidt",R. Berazaín,J. Bisse | M. A. Díaz | H. Dietrich | L. González Géigel | J. Gutiérrez | E. Köhler | L. Lepper | U. Rändel | H. Schaarschmidt,HFC 39098,09-II-1979,1979-02-09,N/A,Stenandrium pallidum H. Dietr.,Stenandrium pallidum H. Dietr.,H. Manitz,2007,N/A,Cuba,Guantánamo,San Antonio del Sur,N/A,"Abra de Mariana, loma al oeste del barranco Coordenadas de la cuadrícula (Cuba 1:250000): 16/71 [,,15/70""]","Abra de Mariana, loma al oeste del barranco",N/A,N/A,"16/71 [,,15/70""]",B 10 0385068,Typed,Isotypus,,,
